,AL731563.3,OFD1P18Y,CNTF,RBM17P1,RPSAP62,AC025259.1,IKZF1,FAM189A2,APBA1,MLEC,AL355877.3,CYB5RL,CACNA1A,VPS13A,RPS23P6,BANP,ZNF627
13H185,0.3384564936046048,0.0,0.0,1.2380461031287955,1.3273589343863303,0.0,0.0,0.0,1.9976921179417266,0.0,0.0,1.6722826247889206,0.0,0.0,0.0,0.8356905714924255,0.16136800223497488
13H186,0.4424797690644485,0.0,0.0,1.104145550554008,1.1225435240687545,0.056904851336472634,0.0,0.0,1.955399086639267,0.0,0.0,1.4752352226041283,0.0,0.0,0.0,0.724275869600789,0.02530586526477026
14H001,0.35024801833416286,0.004321373782642578,0.008600171761917567,1.4305587695227575,1.5572665288699041,0.0,0.0,0.0,2.130976691605617,0.0,0.0,1.7339191510123908,0.021189299069938092,0.0,0.012837224705172217,0.8926510338773004,0.10037054511756291
14H007,0.7839035792727349,0.0,0.0,1.2127201544178423,1.2979792441593623,0.0,0.0,0.0,2.0768224233427732,0.0,0.0,1.6028193424326997,0.008600171761917567,0.0,0.0,0.8407332346118067,0.056904851336472634
14H012,0.03742649794062367,0.0,0.0,1.0257153839013406,1.083860800866573,0.0,0.0,0.0,2.104008850999243,0.0,0.0,1.6118294794983736,0.0,0.0,0.0,0.6963563887333322,0.1553360374650618
14H015,0.07554696139253074,0.0,0.0,0.9708116108725178,0.6354837468149122,0.0,0.0,0.0,1.7710727832211948,0.0,0.0,1.5342800052050816,0.004321373782642578,0.0,0.056904851336472634,0.5587085705331657,0.06069784035361165
14H017,0.11727129565576427,0.0,0.0,1.0591846176313713,0.8998205024270962,0.0,0.0,0.0,1.6398847419163043,0.0,0.0,1.5381965783494542,0.01703333929878037,0.7458551951737289,0.008600171761917567,0.5954962218255742,0.1903316981702915
14H018,0.6374897295125107,0.0,0.0,1.1458177144918276,1.4614985267830187,0.021189299069938092,0.0,0.0,2.0402066275747113,0.0,0.0,1.5787537844264345,0.012837224705172217,0.42813479402878873,0.0,0.5634810853944107,0.07188200730612536
14H019,0.2671717284030138,0.0,0.008600171761917567,1.2555137128195333,1.1048284036536553,0.021189299069938092,0.0,0.0,1.9527924430440922,0.0,0.0,1.7278664494674891,0.01703333929878037,0.0,0.0,0.952792443044092,0.43933269383026263
14H020,0.403120521175818,0.0,0.0,1.1931245983544616,1.13481437032046,0.03342375548694973,0.0,0.0,1.8688207061975175,0.0,0.0,1.585799009013001,0.021189299069938092,0.0,0.021189299069938092,0.7708520116421442,0.09691001300805642
14H023,0.4014005407815441,0.0,0.0,1.2889196056617265,0.8325089127062363,0.02530586526477026,0.0,0.0,1.7175040747642019,0.0,0.0,1.6354837468149122,0.0,0.0,0.0,0.6998377258672457,0.04921802267018165
14H031,0.12385164096708583,0.0,0.0,0.8536982117761743,0.9474337218870508,0.0,0.0,0.0,1.8274985081334587,0.0,0.0,1.556905269055448,0.008600171761917567,0.0,0.012837224705172217,0.6117233080073418,0.01703333929878037
14H038,0.568201724066995,0.0,0.0,1.1335389083702174,1.0511525224473812,0.0,0.0,0.0,1.904823699800944,0.0,0.0,1.8942606644469882,0.008600171761917567,0.0,0.0,0.658964842664435,0.01703333929878037
14H071,0.008600171761917567,0.0,0.0,0.5453071164658241,0.2671717284030138,0.0,0.0,0.0,1.2229764498933913,0.0,0.0,1.3729120029701067,0.0,0.22530928172586287,0.0,0.09342168516223506,0.004321373782642578
14H133,0.1430148002540951,0.0,0.0,1.1058506743851435,1.2801228963023075,0.0,0.0,0.0,2.1306553490220304,0.0,0.0,1.7102020146553847,0.012837224705172217,0.0,0.02530586526477026,0.6503075231319365,0.05307844348341968
